date,S,I,R,D
09-07-2021,35120560.14285714,152145.7142857143,2652257.714285714,75036.42857142857
10-07-2021,35120482.14285714,152158.2857142857,2652312.8571428573,75046.71428571429
11-07-2021,35120402.428571425,152179.14285714287,2652361.4285714286,75057.0
12-07-2021,35120321.85714286,152199.7142857143,2652411.285714286,75067.14285714286
13-07-2021,35120241.28571428,152221.2857142857,2652459.714285714,75077.71428571429
14-07-2021,35120163.14285714,152249.2857142857,2652500.8571428573,75086.71428571429
15-07-2021,35120083.28571428,152280.7142857143,2652541.285714286,75094.71428571429
16-07-2021,35120001.0,152306.2857142857,2652590.4285714286,75102.28571428571
17-07-2021,35119914.71428572,152314.57142857142,2652660.8571428573,75109.85714285714
18-07-2021,35119828.0,152325.0,2652729.285714286,75117.71428571429
19-07-2021,35119738.0,152341.85714285713,2652794.5714285714,75125.57142857143
20-07-2021,35119646.85714286,152370.7142857143,2652850.285714286,75132.14285714286
21-07-2021,35119550.28571428,152397.7142857143,2652913.714285714,75138.28571428571
22-07-2021,35119450.71428572,152429.7142857143,2652975.5714285714,75144.0
23-07-2021,35119349.0,152467.2857142857,2653035.4285714286,75148.28571428571
24-07-2021,35119246.14285714,152527.42857142858,2653074.0,75152.42857142857
25-07-2021,35119141.428571425,152586.14285714287,2653116.1428571427,75156.28571428571
26-07-2021,35119035.71428572,152641.57142857142,2653162.5714285714,75160.14285714286
27-07-2021,35118929.71428572,152684.2857142857,2653221.5714285714,75164.42857142857
28-07-2021,35118821.71428572,152727.85714285713,2653281.714285714,75168.71428571429
29-07-2021,35118707.85714286,152775.0,2653344.714285714,75172.42857142857
30-07-2021,35118587.571428575,152829.57142857142,2653407.0,75175.85714285714
31-07-2021,35118462.85714286,152883.0,2653475.4285714286,75178.71428571429
01-08-2021,35118336.85714286,152930.85714285713,2653550.8571428573,75181.42857142857
02-08-2021,35118208.428571425,152979.2857142857,2653628.1428571427,75184.14285714286
03-08-2021,35118071.71428572,153038.42857142858,2653703.4285714286,75186.42857142857
04-08-2021,35117931.28571428,153100.0,2653779.8571428573,75188.85714285714
05-08-2021,35117789.571428575,153158.0,2653861.0,75191.42857142857
06-08-2021,35117645.14285714,153211.2857142857,2653949.0,75194.57142857143
07-08-2021,35117496.71428572,153262.14285714287,2654043.1428571427,75198.0
08-08-2021,35117343.85714286,153315.0,2654139.714285714,75201.42857142857
09-08-2021,35117194.85714286,153357.14285714287,2654243.1428571427,75204.85714285714
10-08-2021,35117040.71428572,153402.2857142857,2654349.285714286,75207.71428571429
11-08-2021,35116881.71428572,153448.42857142858,2654459.285714286,75210.57142857143
12-08-2021,35116716.0,153500.85714285713,2654570.285714286,75212.85714285714
13-08-2021,35116546.85714286,153554.85714285713,2654683.1428571427,75215.14285714286
14-08-2021,35116373.428571425,153608.57142857142,2654800.8571428573,75217.14285714286
15-08-2021,35116196.28571428,153665.14285714287,2654919.4285714286,75219.14285714286
16-08-2021,35116010.0,153732.7142857143,2655036.1428571427,75221.14285714286
17-08-2021,35115820.71428572,153795.2857142857,2655159.8571428573,75224.14285714286
18-08-2021,35115630.0,153863.85714285713,2655279.4285714286,75226.71428571429
19-08-2021,35115443.0,153918.42857142858,2655409.0,75229.57142857143
20-08-2021,35115253.71428572,153979.85714285713,2655534.285714286,75232.14285714286
21-08-2021,35115062.85714286,154049.0,2655653.5714285714,75234.57142857143
22-08-2021,35114866.71428572,154124.14285714287,2655772.1428571427,75237.0
23-08-2021,35114673.571428575,154189.7142857143,2655897.285714286,75239.42857142857
24-08-2021,35114478.71428572,154266.0,2656013.285714286,75242.0
25-08-2021,35114280.14285714,154353.7142857143,2656121.0,75245.14285714286
26-08-2021,35114073.85714286,154453.2857142857,2656224.714285714,75248.14285714286
27-08-2021,35113861.0,154557.0,2656331.0,75251.0
28-08-2021,35113638.428571425,154677.57142857142,2656429.5714285714,75254.42857142857
29-08-2021,35113413.14285714,154797.7142857143,2656531.285714286,75257.85714285714
30-08-2021,35113181.571428575,154920.57142857142,2656636.5714285714,75261.28571428571
31-08-2021,35112942.571428575,155052.42857142858,2656740.714285714,75264.28571428571
01-09-2021,35112684.71428572,155200.42857142858,2656846.4285714286,75268.42857142857
02-09-2021,35112407.0,155377.7142857143,2656942.1428571427,75273.14285714286
03-09-2021,35112116.28571428,155572.14285714287,2657033.4285714286,75278.14285714286
04-09-2021,35111811.428571425,155782.85714285713,2657122.285714286,75283.42857142857
05-09-2021,35111489.428571425,156003.57142857142,2657218.285714286,75288.71428571429
06-09-2021,35111162.85714286,156226.14285714287,2657317.0,75294.0
07-09-2021,35110819.0,156475.2857142857,2657405.285714286,75300.42857142857
08-09-2021,35110451.28571428,156750.57142857142,2657491.5714285714,75306.57142857143
09-09-2021,35110066.428571425,157043.85714285713,2657577.1428571427,75312.57142857143
10-09-2021,35109656.0,157346.85714285713,2657678.1428571427,75319.0
11-09-2021,35109225.428571425,157660.7142857143,2657788.285714286,75325.57142857143
12-09-2021,35108773.14285714,157985.42857142858,2657909.285714286,75332.14285714286
13-09-2021,35108308.571428575,158309.14285714287,2658043.5714285714,75338.71428571429
14-09-2021,35107825.28571428,158656.42857142858,2658173.714285714,75344.57142857143
15-09-2021,35107308.571428575,159047.85714285713,2658291.714285714,75351.85714285714
16-09-2021,35106761.571428575,159464.14285714287,2658414.5714285714,75359.71428571429
17-09-2021,35106196.85714286,159902.2857142857,2658533.285714286,75367.57142857143
18-09-2021,35105594.0,160365.14285714287,2658664.5714285714,75376.28571428571
19-09-2021,35104982.0,160809.85714285713,2658823.0,75385.14285714286
20-09-2021,35104356.571428575,161251.14285714287,2658998.285714286,75394.0
21-09-2021,35103706.28571428,161700.2857142857,2659189.5714285714,75403.85714285714
22-09-2021,35103039.571428575,162167.57142857142,2659379.285714286,75413.57142857143
23-09-2021,35102336.85714286,162660.0,2659579.285714286,75423.85714285714
24-09-2021,35101611.14285714,163142.2857142857,2659811.5714285714,75435.0
25-09-2021,35100868.28571428,163622.2857142857,2660062.4285714286,75447.0
26-09-2021,35100110.71428572,164101.2857142857,2660329.0,75459.0
27-09-2021,35099344.85714286,164555.7142857143,2660628.4285714286,75471.0
28-09-2021,35098541.28571428,165036.2857142857,2660937.4285714286,75485.0
29-09-2021,35097687.428571425,165548.42857142858,2661264.8571428573,75499.28571428571
30-09-2021,35096800.14285714,166069.85714285713,2661614.5714285714,75515.42857142857
01-10-2021,35095834.428571425,166640.7142857143,2661993.0,75531.85714285714
02-10-2021,35094807.71428572,167231.85714285713,2662411.714285714,75548.71428571429
03-10-2021,35093717.14285714,167875.2857142857,2662841.285714286,75566.28571428571
04-10-2021,35092589.0,168543.7142857143,2663283.4285714286,75583.85714285714
05-10-2021,35091410.85714286,169255.57142857142,2663729.714285714,75603.85714285714
06-10-2021,35090111.14285714,170088.14285714287,2664175.285714286,75625.42857142857
07-10-2021,35088697.28571428,171002.2857142857,2664653.1428571427,75647.28571428571
08-10-2021,35087207.28571428,171968.0,2665153.4285714286,75671.28571428571
09-10-2021,35085621.85714286,172996.57142857142,2665685.4285714286,75696.14285714286
10-10-2021,35083974.0,174024.7142857143,2666280.4285714286,75720.85714285714
11-10-2021,35082294.85714286,175024.14285714287,2666935.4285714286,75745.57142857143
12-10-2021,35080502.428571425,176085.57142857142,2667641.285714286,75770.71428571429
